Site_ID,geeSEBAL,PT-JPL,SSEBop,SIMS,eeMETRIC,DisALEXI,Ensemble,DATE
US-Me6,59.5,83.7,55.8,,48.3,53.9,54.4,7/1/2017
US-Me6,72.3,88.6,48.4,,44.4,39.8,51.2,8/1/2017
US-Me6,60.8,79.8,48.7,,50.4,25.5,53,9/1/2017
US-Me6,30.5,70.2,29.4,,59.1,29.4,37.1,10/1/2017
US-Me6,9,34.8,18.6,,39.3,9.2,22.2,11/1/2017
US-Me6,85,85.1,47.7,,47.2,36.1,54,8/1/2018
US-Me6,52,58.6,28,,29.9,29.3,34.8,9/1/2018
US-Me6,13.5,41.8,22.1,,38.1,15.3,26.2,10/1/2018
US-Me6,8.3,43.8,13.8,,26.1,9.2,14.4,11/1/2018
US-Me6,28.8,34.6,14.4,,14.2,45.2,27.4,3/1/2019
US-Me6,33.3,57,24.2,,27.9,39,31.1,4/1/2019
US-Me6,68.1,78.8,38.2,,60.6,58.5,66.5,5/1/2019
US-Me6,70.7,90.4,53.9,,46.8,62.8,58.5,6/1/2019
US-Me6,84.7,97.2,52.7,,61.5,43.1,67.8,7/1/2019
US-Me6,105.7,101.2,68,,90.9,59.2,85,8/1/2019
US-Me6,75.7,66.4,35.1,,69.5,11.8,61.7,9/1/2019
US-Me6,13.6,45.1,27.1,,25.5,17.8,25.8,10/1/2019
US-Me6,4.5,38.5,14.5,,16.2,13.4,12.1,11/1/2019
US-Me6,57,51.1,32.5,,48.9,38.6,45.6,3/1/2020
US-Me6,84,68.2,43.3,,67.2,51.1,62.8,4/1/2020
US-Me6,88.1,91.5,45.4,,46.8,36.8,54.3,5/1/2020
US-Me6,70,95.5,48.6,,49.5,30.9,58.9,6/1/2020
US-NC2,143.5,121.4,118.8,,152.8,118.6,125.5,4/1/2017
US-NC2,180.4,152.7,171.1,,203.3,176.7,170.2,6/1/2019
US-NC3,42.5,48.4,31.4,,5.3,32.4,32,2/1/2017
US-NC3,160.1,165.3,148.5,,128.6,171.7,154.8,7/1/2017
US-NC3,139.7,119.1,134.8,,120.2,151.8,133.2,8/1/2017
US-NC3,26.8,45.9,39.6,,0.9,45.6,39.4,3/1/2018
US-NR1,26.4,6.2,35.3,,0.4,75.4,28.8,2/1/2001
US-NR1,42.8,13.4,44.3,,12.9,77.7,38.2,3/1/2001
US-NR1,48.2,51.4,54,,112,68.2,55.4,5/1/2001
US-NR1,114.3,132.1,130.9,,117.1,184.8,123.6,6/1/2001
US-NR1,161.4,128.1,138.7,,135.1,170.4,140.8,7/1/2001
US-NR1,139.1,125.3,109.2,,114.3,131.1,123.8,8/1/2001
US-NR1,64.1,83.4,100.2,,72.2,96.6,83.3,9/1/2001
US-NR1,49.5,44.2,81.1,,57.9,69.3,60.4,10/1/2001
US-NR1,36,15.4,37.8,,10.1,58.4,31.6,11/1/2001
US-NR1,14.1,2.1,29,,0.8,57.3,11.5,12/1/2001
US-NR1,4.9,3.1,35.1,,0.6,22.7,7.8,1/1/2002
US-NR1,10.4,8.8,35.7,,3.1,89.6,14.5,2/1/2002
US-NR1,20.2,16.5,58.1,,93.7,118.2,61.3,3/1/2002
US-NR1,117.3,67.6,112.5,,140.8,133.9,126.1,4/1/2002
US-NR1,156.7,77.9,119.1,,167.1,161.7,151.2,5/1/2002
US-NR1,117.2,103.5,128.3,,122,150,117.8,6/1/2002
US-NR1,154.4,124.3,138.3,,124.1,134,135,7/1/2002
US-NR1,129.3,100.6,127.8,,110.2,115,116.6,8/1/2002
US-NR1,115.4,85,95.3,,99.1,139.9,106.9,9/1/2002
US-NR1,60.9,35.9,54.7,,48.1,60.9,56.1,10/1/2002
US-NR1,3.4,9.7,40.9,,1.2,47,13.8,11/1/2002
US-NR1,11,3.6,25.2,,16.6,47.4,14.1,12/1/2002
US-NR1,34.5,7.8,39,,19.7,72.9,34.8,1/1/2003
US-NR1,32.4,9.3,32.7,,9,86.7,34,2/1/2003
US-NR1,55.7,31.9,71,,21,117.4,59.4,3/1/2003
US-NR1,42.8,24.6,54,,31.8,78.4,38.3,4/1/2003
US-NR1,162.6,129.3,150.3,,135.4,104.3,136.4,7/1/2003
US-NR1,124.9,115.2,115.2,,101.8,143.7,120.2,8/1/2003
US-NR1,64.2,74.1,96.8,,54.9,87.9,75.6,9/1/2003
US-NR1,62.8,52.8,82.7,,73.6,52.6,64.9,10/1/2003
US-NR1,17.6,16.7,30.3,,13.6,29.1,19.2,11/1/2003
US-NR1,11.3,4.1,26.4,,0,25.7,13.5,12/1/2003
US-NR1,15.8,3.8,34.4,,1.4,66.2,13.9,1/1/2004
US-NR1,23.1,8.8,39.2,,2.3,93.4,18.4,2/1/2004
US-NR1,57.3,39.8,96.3,,43,142.1,59.1,3/1/2004
US-NR1,38.7,23,52.7,,88.8,143.7,50.8,4/1/2004
US-NR1,135.9,66.2,139.3,,169.5,209.9,144.2,5/1/2004
US-NR1,141.2,104.7,118.9,,157.4,167.1,137.9,6/1/2004
US-NR1,159,133.4,129.9,,124.8,164.4,136.8,7/1/2004
US-NR1,112.9,96.4,112.1,,92.6,123,107.4,8/1/2004
US-NR1,79.3,68.6,87.1,,80,86.9,80.4,9/1/2004
US-NR1,61.4,48,59,,44.1,69.2,56.3,10/1/2004
US-NR1,13.3,14,34,,15.3,37.8,19.1,11/1/2004
US-NR1,32,2.6,36,,28.5,11,26.9,12/1/2004
US-NR1,16.9,3.9,34,,3.2,35.4,18.7,1/1/2005
US-NR1,22.5,8,34.6,,13.7,35.7,22.9,2/1/2005
US-NR1,47.5,21.9,54.4,,68.7,46.9,54.4,4/1/2005
US-NR1,148,74.1,142,,137.7,191.5,154.8,5/1/2005
US-NR1,127.4,94.6,142.3,,121.5,182.4,121.4,6/1/2005
US-NR1,99.8,120.9,172.7,,99,181.8,134.8,7/1/2005
US-NR1,101.7,96.4,120.8,,112.4,149.2,107.8,8/1/2005
US-NR1,83.6,74.5,109.3,,108.8,107.9,102.4,9/1/2005
US-NR1,47.5,38.3,74.8,,63.5,68.5,58.5,10/1/2005
US-NR1,38.5,9.7,53.1,,1.7,78.7,36.3,2/1/2006
US-NR1,39.3,16.9,72.1,,18.1,115.1,36.6,3/1/2006
US-NR1,96.5,50.8,99.7,,60.6,91.2,87,4/1/2006
US-NR1,174.6,101.4,144.4,,148.4,174.6,148.7,5/1/2006
US-NR1,153.6,120.7,144.6,,151.7,179,157.2,6/1/2006
US-NR1,156.6,125.7,117.8,,125.8,121.8,122.8,7/1/2006
US-NR1,139.6,117.3,100,,112.7,117.5,111.9,8/1/2006
US-NR1,97.8,77,80.6,,99.7,92.6,89.5,9/1/2006
US-NR1,54.1,25.9,59.7,,40.1,64.7,48.9,10/1/2006
US-NR1,30,14.1,48.3,,19.6,55.3,33.5,11/1/2006
US-NR1,21.8,2.1,29.5,,2.7,32.9,17.8,12/1/2006
US-NR1,40,31.6,39.2,,44.1,62.8,38.7,5/1/2007
US-NR1,132.3,104.2,123.8,,102.8,161.4,124.9,6/1/2007
US-NR1,133.5,124,140.1,,125.3,171.3,130.7,7/1/2007
US-NR1,126,130.4,116.7,,131,145,126,8/1/2007
US-NR1,80.6,95.2,91.8,,101.4,88.8,94.3,9/1/2007
US-NR1,48.3,47.2,67,,48.8,62.4,51.7,10/1/2007
US-NR1,15.4,16.9,22.2,,8.5,22.8,17.2,11/1/2007
US-NR1,141.2,91.7,120.8,,143.8,148.3,138.5,5/1/2008
US-NR1,155.6,112.4,143.6,,145.4,184.4,139.2,6/1/2008
US-NR1,131.8,105.9,139.1,,140.8,157.8,142.4,7/1/2008
US-NR1,101.8,92.3,124.4,,136.5,142.7,119.6,8/1/2008
US-NR1,82.1,79,86.9,,84.8,106.4,83.2,9/1/2008
US-NR1,67.7,60.3,82.2,,78.4,73.4,72.4,10/1/2008
US-NR1,25.9,18.6,45.1,,67.4,41.5,39.7,11/1/2008
US-NR1,3.7,1.9,14.1,,1.1,1,1.9,12/1/2008
US-NR1,27.4,6.8,50.2,,5.3,51.5,28.3,2/1/2009
US-NR1,71.2,24.2,87.4,,36.2,129.4,69.7,3/1/2009
US-NR1,67,35.1,87.5,,44.1,110,68.7,4/1/2009
US-NR1,100.6,96.1,104.7,,71.6,124.3,106.4,7/1/2009
US-NR1,104.5,110.2,119.5,,90.1,121.3,109.1,8/1/2009
US-NR1,71.1,67.9,89.3,,99.1,94.6,84.4,9/1/2009
US-NR1,52.4,38.4,63,,63,66.1,61.1,10/1/2009
US-NR1,22.4,13.9,49.8,,9.2,32.8,25.6,11/1/2009
US-NR1,41.6,12.1,38.3,,59.5,29.6,42.2,4/1/2010
US-NR1,111.5,68.8,128.9,,142.9,178.5,140.5,5/1/2010
US-NR1,135.6,116.7,133.8,,140.5,163.7,131.7,6/1/2010
US-NR1,139.2,116.4,136.2,,155.7,169.9,143.5,7/1/2010
US-NR1,154.6,133,116.7,,137.1,133.8,130.1,8/1/2010
US-NR1,73.5,83.6,121.6,,62.3,82.8,75.6,9/1/2010
US-NR1,58.2,50.7,68.9,,53.4,62.2,58.7,10/1/2010
US-NR1,13.9,10.7,50,,10.9,57.5,21.4,11/1/2010
US-NR1,14.8,4,36,,4.9,41.1,20.1,12/1/2010
US-NR1,52.5,33.5,56,,114.4,43.3,46.3,5/1/2011
US-NR1,150.2,110.8,164,,172.7,182.1,167.2,6/1/2011
US-NR1,157.5,130.7,139.2,,141.3,151.4,144,7/1/2011
US-NR1,174.8,145.6,131.2,,138.7,150.7,141.6,8/1/2011
US-NR1,94.4,77.8,98.4,,103.7,119,93.6,9/1/2011
US-NR1,34.7,38.4,93.5,,59,79.9,61.1,10/1/2011
US-NR1,15.3,11.9,51,,25.7,29.4,26.6,11/1/2011
US-NR1,15.5,4.5,29.8,,1.1,9.9,7.8,2/1/2012
US-NR1,60.4,31.8,97.1,,42.9,141.2,74.7,3/1/2012
US-NR1,112,57.4,122.8,,87.7,123.5,111.5,4/1/2012
US-NR1,149.7,86.7,143.3,,153.6,143.6,147.5,5/1/2012
US-NR1,126,100,159.8,,134.3,142.8,140.7,6/1/2012
US-NR1,139.6,109.9,134,,116.8,165.1,133.1,7/1/2012
US-NR1,132.1,106.9,128.7,,133,146.3,135,8/1/2012
US-NR1,91.9,74.4,109.3,,121.3,102.8,100,9/1/2012
US-NR1,59.5,45,91.6,,101.7,78,75.2,10/1/2012
US-NR1,23.5,25.2,71.1,,14.1,45.3,27,11/1/2012
US-NR1,18.7,11.6,32.9,,3.9,18.1,17,12/1/2012
US-NR1,44.3,34.6,46.6,,143.1,54,44.9,5/1/2013
US-NR1,139.4,109.2,144.6,,148.7,158.7,147.9,6/1/2013
US-NR1,122.4,101.1,119.4,,115.5,168.8,114.6,7/1/2013
US-NR1,112.9,93.7,105.3,,110.3,148.9,105.6,8/1/2013
US-NR1,72.4,69.4,83.4,,100,111.1,87.3,9/1/2013
US-NR1,40.8,33.2,69.4,,74.8,76.7,65.4,10/1/2013
US-NR1,36.9,20.2,43,,13.3,48.4,32.4,11/1/2013
US-NR1,22,3.6,28,,12.2,17.4,16.7,12/1/2013
US-NR1,52.9,41.3,74.6,,80.8,84.6,73.2,5/1/2014
US-NR1,115.6,103.4,159.6,,95.1,180.5,118.4,6/1/2014
US-NR1,127.1,109.2,128.6,,128.4,177.2,123.3,7/1/2014
US-NR1,143,128.6,103.3,,108.6,163.2,129.4,8/1/2014
US-NR1,101.5,89.6,86.2,,102.3,106.9,97.3,9/1/2014
US-NR1,47.1,45,74.9,,68.2,77,62.4,10/1/2014
US-NR1,36.3,25.7,49.2,,31.6,50,38.6,11/1/2014
US-NR1,23.1,4.1,26.2,,33.1,1.1,17.5,12/1/2014
US-NR1,14.9,12.8,49.3,,21.8,29.6,19.8,2/1/2015
US-NR1,57.8,40.9,89.4,,80.1,119.8,77.6,3/1/2015
US-NR1,67.3,54.7,105.8,,88.8,138.3,91,4/1/2015
US-NR1,39.7,36.9,50.1,,82.9,71.2,56.2,5/1/2015
US-NR1,107.5,101,131.2,,139.1,170.7,129.9,6/1/2015
US-NR1,126.9,113.7,132.1,,100.9,181,118.4,7/1/2015
US-NR1,101,100.7,145.6,,111.1,157.2,114.6,8/1/2015
US-NR1,94.8,85.1,111.1,,125.4,115.8,106.4,9/1/2015
US-NR1,55.3,52.1,66.7,,63.9,75,62.6,10/1/2015
US-NR1,16.9,16.9,44.6,,19.9,48.6,24.6,11/1/2015
US-NR1,5.4,4.5,28.6,,0.1,36.2,9.6,12/1/2015
US-NR1,21.2,2.1,35,,0,7.1,7.6,1/1/2016
US-NR1,145.1,103.4,116.9,,134.8,141.5,134.6,5/1/2016
US-NR1,161.3,129.2,141.9,,135.5,151.8,144,6/1/2016
US-NR1,145.2,127.1,161.1,,140.2,114.6,137.6,7/1/2016
US-NR1,127.1,107.7,96.9,,113.2,135,116,8/1/2016
US-NR1,105.5,85.3,109,,126.3,94.6,104.1,9/1/2016
US-NR1,55.7,48.9,86.7,,85.3,75.7,70.5,10/1/2016
US-NR1,22.2,28,51.3,,31.1,34.9,29,11/1/2016
US-NR1,6.8,7,35.4,,2.6,10.1,6.6,12/1/2016
US-NR1,9.1,5,31,,5.8,40.4,12.7,1/1/2017
US-NR1,33,14.8,57,,35.2,72.4,42.5,2/1/2017
US-NR1,39.4,26.2,96.1,,81,99.1,78.9,3/1/2017
US-NR1,6.9,4.2,14.1,,91.3,22,11.8,4/1/2017
US-NR1,119.3,86.9,105.5,,83.5,120.7,103.2,5/1/2017
US-NR1,167.2,104.2,181.7,,161.8,173.3,171,6/1/2017
US-NR1,152.9,109.9,125.6,,129.5,107,125,7/1/2017
US-NR1,134.4,110,112.4,,124.2,149.4,126.1,8/1/2017
US-NR1,85.2,78.5,100.6,,88.9,110,92.6,9/1/2017
US-NR1,68,37.6,87.2,,93.7,94.7,85.9,10/1/2017
US-NR1,19.3,16.7,61.8,,26.4,50,28.1,11/1/2017
US-NR1,5.1,3.8,40.1,,40.6,26.7,23.3,12/1/2017
US-NR1,4.1,2.7,48.6,,6.2,53.6,15.4,1/1/2018
US-NR1,11.7,4,39.7,,0.3,43.5,19.8,2/1/2018
US-NR1,63.6,9.6,84.6,,24.6,98.7,56.2,3/1/2018
US-NR1,93.4,42.1,112,,101.2,131.1,109.4,4/1/2018
US-NR1,136.3,80.5,154.8,,152.6,168,152.9,5/1/2018
US-NR1,129.6,109.9,153.4,,125.1,132.9,124.4,6/1/2018
US-NR1,123.3,122.5,149.2,,132.1,146.7,134.8,7/1/2018
US-NR1,133.3,131.1,127,,106.2,138,132.4,8/1/2018
US-NR1,108.6,87.7,115.9,,113,110.3,111.9,9/1/2018
US-NR1,53.8,37.3,67.9,,71.7,79.8,62.1,10/1/2018
US-NR1,17.6,5.9,42.9,,39.6,54.8,32.2,11/1/2018
US-NR1,16.5,2,33,,35.9,49.2,27.3,12/1/2018
US-NR1,13.6,5.4,36.2,,10.3,53.2,16.4,1/1/2019
US-NR1,32.7,2.9,43.1,,0.1,13,18.4,2/1/2019
US-NR1,29.8,21.7,25.7,,107,13.5,22.7,5/1/2019
US-NR1,143.9,112.3,111,,128.9,150.7,129.4,6/1/2019
US-NR1,159.3,130.4,145.7,,155.9,173.1,152.9,7/1/2019
US-NR1,115.4,103.7,152.3,,160.4,161.4,147.4,8/1/2019
US-NR1,92.3,82,122.6,,75,120.4,98.5,9/1/2019
US-NR1,46.1,32.1,74,,55.2,68.9,55.3,10/1/2019
US-NR1,18.4,15.9,51.6,,10,24.1,17.1,11/1/2019
US-NR1,6.4,4.1,31.5,,10.8,10.7,8,12/1/2019
US-SP2,46.3,54.6,37.2,,34.4,35.7,38.4,2/1/2001
US-SP2,84.3,69.7,52.8,,54.2,54.6,57.8,3/1/2001
US-SP2,116.5,96.5,65.6,,69,69,75,4/1/2001
US-SP2,163.5,117.1,80.2,,115.3,97.7,114.7,5/1/2001
US-SP2,103.8,114.6,78.6,,84.9,97.6,95.9,6/1/2001
US-SP2,135.9,126.9,82.4,,97,108.4,110.1,7/1/2001
US-SP2,147,148.4,88.9,,109.4,116.4,122,8/1/2001
US-SP2,120.6,121.7,73,,86.1,86,97.5,9/1/2001
US-SP2,93.1,115.2,74.3,,82.2,56.2,76.5,10/1/2001
US-SP2,50.9,77.8,49.4,,40.5,40.9,45.4,11/1/2001
US-SP2,32.5,61.4,42.4,,28.9,41,41.2,12/1/2001
US-SP2,38.3,64.9,38.6,,20.7,39.9,34.4,1/1/2002
US-SP2,47.4,69.2,39.5,,33.3,50.3,47.9,2/1/2002
US-SP2,73,101.2,63,,58.7,67.8,65.6,3/1/2002
US-SP2,84.8,86.9,71.8,,62.2,77.5,76.6,4/1/2002
US-SP2,131.1,104.9,72.9,,24.9,33.6,73.5,6/1/2002
US-SP2,166.3,175.8,104.7,,129.7,116.6,138.6,7/1/2002
US-SP2,139.2,151.3,102.3,,100.6,122,123.1,8/1/2002
US-SP2,123.3,98.7,105.3,,115.8,131,114.8,9/1/2002
US-SP2,98.4,97.3,75.4,,88.9,101.2,96.5,10/1/2002
US-SP2,56.9,67.7,50.4,,55.4,46,55.3,11/1/2002
US-SP2,38.8,53.3,40.8,,27.7,32.7,38.7,12/1/2002
US-SP2,63.6,62.7,47.2,,26.1,33.7,46.7,1/1/2003
US-SP2,74.6,74.8,48.2,,38.6,47.3,56.7,2/1/2003
US-SP2,110.2,91.7,74.3,,77.5,63.5,83.4,3/1/2003
US-SP2,152.6,143.3,99,,109.7,127.6,126.4,4/1/2003
US-SP2,150.1,169.4,101,,109.1,155.2,137,5/1/2003
US-SP2,154.9,166,100.9,,138.8,139.4,140,6/1/2003
US-SP2,125.7,124.5,84.4,,67.5,98.5,100.1,7/1/2003
US-SP2,99,94.1,78.2,,79.5,82.9,83.7,8/1/2003
US-SP2,134,128.1,104,,120,116.8,120.6,9/1/2003
US-SP2,84.7,105.2,69,,101,60.2,84,10/1/2003
US-SP2,61.2,72.9,56.8,,67.2,38.3,64.5,11/1/2003
US-SP2,45.6,53.9,46.3,,45.1,24.7,47.7,12/1/2003
US-SP3,66,66.4,58.6,,51.6,28.6,60.6,2/1/2001
US-SP3,118.5,102.3,88.4,,81.5,53.6,88.8,3/1/2001
US-SP3,164.5,139.3,121.5,,118.3,101.9,129.1,4/1/2001
US-SP3,175.9,160.3,147,,167.4,128.9,155.9,5/1/2001
US-SP3,155.8,154.4,123.3,,131.5,130.6,139.1,6/1/2001
US-SP3,162.7,155.7,116.4,,130.7,123.8,137.8,7/1/2001
US-SP3,169.3,163.8,121.5,,141.8,133.7,146,8/1/2001
US-SP3,126.8,128.7,91.2,,105.5,83.2,107.1,9/1/2001
US-SP3,104.2,111.9,90.1,,101,53.2,101.8,10/1/2001
US-SP3,51.1,78.2,61.6,,48,36,55,11/1/2001
US-SP3,29.1,66.2,47.4,,28.6,31.8,34.2,12/1/2001
US-SP3,44.1,68.6,47.5,,35.6,33.7,45.9,1/1/2002
US-SP3,72.1,73,56.2,,47.8,39.4,57.7,2/1/2002
US-SP3,125.2,120.9,101.1,,87.3,67.7,100.5,3/1/2002
US-SP3,128.4,119,108,,93,85.5,106.8,4/1/2002
US-SP3,96.6,61.3,80.2,,90,130.2,82,8/1/2002
US-SP3,124.3,95.7,104.4,,112.7,100.9,107.6,9/1/2002
US-SP3,96.3,93.4,78.4,,82.3,79.2,83.3,10/1/2002
US-SP3,56.8,69,57,,50.5,36.3,58.3,11/1/2002
US-SP3,37,54.6,49.1,,30.9,28.6,40.1,12/1/2002
US-SP3,57.9,66.6,57.8,,38.2,32.6,50.6,1/1/2003
US-SP3,72.6,76,52.2,,37.2,31.7,53.9,2/1/2003
US-SP3,110.2,93.1,84.9,,86.7,61.2,93.7,3/1/2003
US-SP3,157.2,141,107.5,,118.9,126.9,130.3,4/1/2003
US-SP3,177.8,175.9,131.6,,151.4,189,173.6,5/1/2003
US-SP3,150.2,171.3,109.4,,132.8,124.9,137.7,6/1/2003
US-SP3,181.2,181.4,127.3,,149.1,141.7,156.2,7/1/2003
US-SP3,158,149.2,129,,113.4,155.1,147.8,8/1/2003
US-SP3,134.9,129.7,103.1,,117.3,99.9,117,9/1/2003
US-SP3,55.2,54.5,42.3,,46.7,46.4,49,10/1/2003
US-SP3,52.1,60.6,59.8,,37.1,32.4,48.4,11/1/2003
US-SP3,39.7,47.8,49.8,,30.7,23.3,38.3,12/1/2003
US-SP3,118.7,112.8,96.4,,73.3,60.5,92.3,3/1/2006
US-SP3,148.8,135.7,127.6,,112.7,99.1,124.8,4/1/2006
US-SP3,61.3,66.3,67.1,,46.6,34.7,60.3,2/1/2007
US-SP3,201.9,181.3,164.9,,174.3,120.6,180.6,5/1/2008
US-SP3,59,79.4,59.9,,38.6,34,54.2,11/1/2008
ALARC2_Smith6,54,43.7,39.1,32.7,59.5,55.9,47.5,2/1/2018
ALARC2_Smith6,122,124.8,143.5,118.3,153.7,132.1,128.1,3/1/2018
ALARC2_Smith6,178.9,178.6,218.1,185,238.3,186,182.1,4/1/2018
ALARC2_Smith6,216.5,206.9,199.3,170.7,209.7,191.2,204.7,5/1/2018
Almond_High,28.8,50.8,48.8,35.6,44.9,58.8,44.6,11/1/2016
Almond_High,17.9,37.5,22.1,23.2,20.7,33.3,21,12/1/2016
Almond_High,35.4,45.1,21.6,32.1,41.7,32.3,34.7,1/1/2017
Almond_High,48.3,63.2,31.8,43,39.3,44,41.3,2/1/2017
Almond_High,98.6,120.3,80.3,73.4,67,98,89.6,3/1/2017
Almond_High,122.4,140.4,128.3,129.8,88.3,135.1,131.2,4/1/2017
Almond_High,186.6,196.6,189.2,177,131.3,205.5,191,5/1/2017
Almond_High,180.8,196,228.4,204.6,153.3,213.7,196.2,6/1/2017
Almond_High,199.5,210.2,235,212.6,188.2,208.2,207.6,7/1/2017
Almond_High,157.6,178.4,191.7,173.7,150.7,174.9,171.2,8/1/2017
Almond_High,105.7,124.1,140.9,125.8,115.4,118.4,120.9,9/1/2017
Almond_High,75.3,106.8,120.2,83.9,83.1,93.6,88.5,10/1/2017
Almond_High,32.9,67.6,63.8,40,40.8,52.9,49.7,11/1/2017
Almond_High,22.6,41.7,37.4,27,32.8,23.6,30.9,12/1/2017
Almond_High,26.2,41.5,22.1,27,32.9,32.7,28.2,1/1/2018
Almond_High,37,51.2,47.4,33,53,60.5,47,2/1/2018
Almond_High,88.2,96.4,67.2,73.9,59.4,69.6,75.8,3/1/2018
Almond_High,141.6,156.8,152.1,130.4,101.9,159.6,148.1,4/1/2018
Almond_High,191.4,207.5,214.1,172.1,153.9,189.2,188,5/1/2018
Almond_High,203.6,210.5,242.9,204,188,215.1,208.3,6/1/2018
Almond_High,210.1,221.2,269.4,225.5,210.4,255.1,224.5,7/1/2018
Almond_High,172.7,185,232,188.9,180.6,198.7,185.2,8/1/2018
Almond_High,116.8,134.5,169.1,139.2,132.6,144.9,137.8,9/1/2018
Almond_High,81.3,111.2,123.8,86.5,98.1,98.2,99.9,10/1/2018
Almond_High,37.8,66.1,69.8,44.6,47.9,47.1,44.3,11/1/2018
Almond_High,26.7,38.8,26.1,23.1,34.1,29.4,27.9,12/1/2018
Almond_High,28.3,48.9,35.2,35.8,38.9,38.9,37.2,1/1/2019
Almond_High,57.2,68.1,36.6,49.8,46.3,31.2,48.2,2/1/2019
Almond_High,90,113.1,90,80.3,74,103.9,91.9,3/1/2019
Almond_High,134.8,149.1,164,146.4,122.7,150.4,148.9,4/1/2019
Almond_High,140.3,158.3,181,157.7,122.6,156.9,158.8,5/1/2019
Almond_High,192.9,216.2,261.9,214.9,187.2,222,206.6,6/1/2019
Almond_High,202.2,211,276.5,229,214.1,221.4,215.5,7/1/2019
Almond_High,181.5,186.9,258.1,207.4,184.1,196.7,191.3,8/1/2019
Almond_High,118.5,124.9,165.9,126.8,148.6,124,123.5,9/1/2019
Almond_Low,64.8,85.9,87.4,72.7,84,58.1,75.5,10/1/2016
Almond_Low,84.3,103.6,66.8,80.7,66.6,88.1,81.7,3/1/2017
Almond_Low,121.8,121.2,104.2,118.5,112.4,96,115.6,4/1/2017
Almond_Low,173.3,179.6,182.9,169.8,185.8,176,177.9,5/1/2017
Almond_Low,170.1,177.3,243.9,202.1,219.3,209.3,203.7,6/1/2017
Almond_Low,195,205.8,255.8,223,240,195.2,219.1,7/1/2017
Almond_Low,153.7,159.8,202.1,176.4,182,153.4,171.2,8/1/2017
Almond_Low,115.7,105,141.3,120.5,111.6,104.4,111.4,9/1/2017
Almond_Low,65.9,88,87.5,74.6,74.3,54.2,74.1,10/1/2017
Almond_Low,26,49.4,36.4,33,34.8,24.7,31,11/1/2017
Almond_Low,17.6,26.6,22,19.7,18.1,18.3,19.1,12/1/2017
Almond_Low,17.9,31.3,18.6,31.2,14.8,32.3,24.3,1/1/2018
Almond_Low,42.8,43.5,39.7,32.6,45.7,53,42.9,2/1/2018
Almond_Low,85.6,85.9,62.6,77,65,62.6,73.1,3/1/2018
Almond_Low,160.4,145.9,117.4,127.1,118.7,118.9,120.5,4/1/2018
Almond_Low,191.6,185.9,188.9,172.2,193.6,170.8,186.4,5/1/2018
Almond_Low,208.1,195.4,236.8,204.2,230,209.4,209.4,6/1/2018
Almond_Low,203.1,204.7,245.2,225.9,234.9,192.8,217.8,7/1/2018
Almond_Low,169.5,162.3,192.6,185.5,193.2,163.2,177.7,8/1/2018
Almond_Low,100.8,117.2,144.9,138.3,131.9,107.9,123.5,9/1/2018
Almond_Low,72.5,92.1,89.6,74.1,88.2,59.7,79.4,10/1/2018
Almond_Low,34.1,45.8,37.9,37.3,34,24.2,35.8,11/1/2018
Almond_Low,43.7,52.6,30.9,52.6,36.2,31.3,41.2,2/1/2019
Almond_Low,89,104.4,58.8,93.3,44.7,72.4,77.1,3/1/2019
Almond_Low,112.4,128.7,132.3,132.5,122.8,127.2,128.7,4/1/2019
Almond_Low,138.3,142.7,135.8,149.1,139.8,143.4,140,5/1/2019
Almond_Low,193.2,196.3,253.2,204.4,227.6,219,215.6,6/1/2019
Almond_Low,195.7,192.2,254.6,216,229.2,211.6,216.6,7/1/2019
Almond_Low,156.7,164.4,195.7,189.8,176.1,161.2,174,8/1/2019
Almond_Low,108.9,108,140.9,123.2,124.3,108.4,114.6,9/1/2019
Almond_Med,65.2,95,103.9,78.5,74.9,81.6,83.2,10/1/2016
Almond_Med,28.9,50.9,48.8,35.6,44.9,58.8,44.6,11/1/2016
Almond_Med,17.9,37.4,22.1,23.2,20.7,33.6,21,12/1/2016
Almond_Med,99.7,120.6,80.3,74,67.5,98.2,90.1,3/1/2017
Almond_Med,122,140.4,128.4,129.9,88.3,135.4,131.2,4/1/2017
Almond_Med,186.9,197.3,190.3,177.1,131.4,206.4,191.6,5/1/2017
Almond_Med,180.9,195.9,228.6,204.6,153.4,213.8,196.2,6/1/2017
Almond_Med,199.6,210.2,235,212.8,188.1,208.3,207.7,7/1/2017
Almond_Med,157.6,178.8,191.4,174.3,149.4,175.2,171.1,8/1/2017
Almond_Med,106.7,125.1,141.8,127,115.9,118.8,118.7,9/1/2017
Almond_Med,75.5,106.8,119.9,83.9,83,93.6,88.5,10/1/2017
Almond_Med,32.9,67.7,63.8,40,40.8,52.9,49.7,11/1/2017
Almond_Med,22.5,41.7,37.4,27,32.8,23.6,30.8,12/1/2017
Almond_Med,26.2,41.5,22.1,27,32.9,32.8,28.2,1/1/2018
Almond_Med,37.1,51.2,47.1,33.1,53.4,60.4,47.1,2/1/2018
Almond_Med,88.3,96.5,67.2,74,59.2,69.6,75.8,3/1/2018
Almond_Med,141.5,156.7,151.8,130.4,101.9,159.7,148,4/1/2018
Almond_Med,191.1,207.3,214.2,172.1,154,189.5,188,5/1/2018
Almond_Med,203.6,210.6,242.6,203.9,187.6,215.2,208.3,6/1/2018
Almond_Med,210,220.9,268.9,225.3,210,254.6,224.2,7/1/2018
